,model_and_part,layer_idx,s_values,unfolding_mode,keep
18,colbert_intermediate,6,"[5.487656  5.238828  4.988142  4.895529  4.7990303 4.5276837 4.4313345
 4.342521  4.2676487 4.2355137 4.154037  4.0382824 3.9142895 3.8900585
 3.8740716 3.871049  3.865553  3.855381  3.8507435 3.8452687 3.8322968
 3.8243484 3.8096607 3.802729  3.7999594 3.7854273 3.7790608 3.7742395
 3.7689626 3.7622538 3.7541318 3.7501206 3.741522  3.7362866 3.731553
 3.7282429 3.7166855 3.7151527 3.7133598 3.7078967 3.705046  3.6929789
 3.6919217 3.6849926 3.6797683 3.676412  3.6676574 3.6658537 3.6619623
 3.6589184 3.6516173 3.6479576 3.6434155 3.639011  3.6360266 3.6307855
 3.626458  3.6192684 3.6130195 3.6095023 3.603463  3.6009064 3.5983381
 3.5931578 3.5870721 3.5837972 3.5788274 3.5758781 3.571468  3.5650759
 3.5595229 3.5574365 3.555311  3.5494196 3.542643  3.5402968 3.535121
 3.5333612 3.5300915 3.5257509 3.5236013 3.5185344 3.5155354 3.5117352
 3.507742  3.5042884 3.4999938 3.4980562 3.49453   3.4899817 3.4854233
 3.4784107 3.4753547 3.4721165 3.4605653 3.4579794 3.4561481 3.4539518
 3.450883  3.445476  3.4401479 3.4387636 3.4300368 3.4254484 3.4252312
 3.42281   3.4196196 3.4165688 3.412753  3.411121  3.4053066 3.401551
 3.3953152 3.392816  3.3913715 3.3859355 3.3813858 3.3812118 3.3747427
 3.3710492 3.3647714 3.3641706 3.36065   3.3574197 3.3568168 3.3518078
 3.3492756 3.3481393 3.3423436 3.3396263 3.3358104 3.328699  3.325109
 3.322632  3.319351  3.3132677 3.3122628 3.3083723 3.3023267 3.2990847
 3.296546  3.2923958 3.290513  3.286047  3.2823577 3.2780602 3.2766104
 3.2740605 3.2698517 3.2608664 3.258533  3.2556162 3.2524314 3.2504756
 3.2461855 3.2445877 3.241241  3.239099  3.2311938 3.228441  3.2257476
 3.2213385 3.2196946 3.2186213 3.2139156 3.2101645 3.2068653 3.2032018
 3.1997662 3.1986809 3.1961095 3.1932232 3.1879942 3.1858582 3.1803312
 3.1781502 3.176172  3.1730115 3.1709955 3.169561  3.1609106 3.1578252
 3.1548069 3.1533666 3.1485493 3.1444232 3.142191  3.1386645 3.1368735
 3.1294808 3.1279602 3.123866  3.120879  3.116092  3.1147013 3.1115885
 3.1074638 3.106062  3.1028621 3.0996642 3.0962043 3.09511   3.0865905
 3.0837517 3.0822086 3.0791457 3.0724068 3.0709522 3.0675707 3.065571
 3.0635762 3.0600047 3.0550992 3.0523546 3.0485137 3.0446177 3.0415957
 3.0379038 3.0361829 3.0355563 3.0300612 3.025582  3.0237365 3.0171108
 3.0143285 3.0111592 3.0089946 3.0062535 3.002585  2.9984715 2.9934134
 2.9908502 2.9886656 2.9862306 2.9848561 2.9784586 2.9764664 2.973757
 2.9691894 2.9656017 2.960271  2.955439  2.9537811 2.9520562 2.9496658
 2.9462657 2.9436846 2.9406638 2.9399834 2.932033  2.9273603 2.9271598
 2.9226933 2.921771  2.9187815 2.9150584 2.9125333 2.9101162 2.9047427
 2.8999207 2.8979964 2.8954563 2.8913276 2.8849726 2.8819354 2.8788235
 2.8764584 2.8742986 2.871936  2.870077  2.8671393 2.8632205 2.8608162
 2.8548908 2.851665  2.848806  2.8433359 2.8384483 2.8318613 2.8291297
 2.8250742 2.8228376 2.8191574 2.8143616 2.8118718 2.8105044 2.8042824
 2.8031762 2.7961771 2.7939181 2.7924325 2.7852364 2.7836993 2.7805905
 2.7784085 2.7695012 2.7676392 2.765183  2.7641118 2.759497  2.7576888
 2.7542431 2.750951  2.7505872 2.744021  2.741669  2.7382584 2.735965
 2.7324662 2.7240336 2.7218451 2.7165756 2.7143993 2.7125115 2.7094526
 2.7067654 2.7037258 2.6991265 2.6957688 2.6940389 2.6871333 2.6823275
 2.6789908 2.6763124 2.6716754 2.6691806 2.666878  2.6630023 2.655886
 2.6537175 2.6494515 2.6449964 2.6402705 2.6379683 2.633973  2.6303287
 2.6253908 2.6216137 2.6189013 2.6149628 2.6109693 2.6055753 2.603085
 2.5964203 2.5921185 2.5889962 2.5851085 2.5839002 2.5738    2.5685523
 2.5671296 2.5572507 2.554521  2.551572  2.5458484 2.5441291 2.5357013
 2.5309343 2.52545   2.5218196 2.5177627 2.5134008 2.5110848 2.502578
 2.5008883 2.4994645 2.4893296 2.4839823 2.4752748 2.4641201 2.4619784
 2.4570496 2.45337   2.452029  2.4480214 2.4401054 2.434343  2.42338
 2.4148595 2.4089572 2.4066076 2.3924673 2.3880994 2.3577838]",0,False
19,colbert_intermediate,6,[4.585409  4.358849  4.1502147 ... 0.6594545 0.6557057 0.6496216],1,False
20,colbert_intermediate,6,"[5.644273  5.4823146 5.377161  5.2324634 5.1008587 4.9978137 4.860944
 4.8202143 4.7516003 4.685101  4.6548057 4.5893106 4.4997253 4.488058
 4.4623046 4.443529  4.4235077 4.416808  4.4103084 4.402461  4.4010043
 4.3961654 4.3812456 4.366271  4.3535857 4.3520703 4.343987  4.3334246
 4.3250294 4.3154726 4.313833  4.3047147 4.3004107 4.295975  4.2908626
 4.279846  4.274416  4.268589  4.2657824 4.2631335 4.254138  4.2501645
 4.2466025 4.2381396 4.2317095 4.2286777 4.2244754 4.216834  4.2124157
 4.211174  4.2051167 4.193567  4.189072  4.1869025 4.1820445 4.1786094
 4.174519  4.1686454 4.1602545 4.1547875 4.1521754 4.148233  4.1453924
 4.1425843 4.1348786 4.1260977 4.1214943 4.117352  4.1167316 4.1096063
 4.101655  4.0995736 4.0966973 4.086286  4.0841007 4.0778513 4.076138
 4.0718083 4.067414  4.0641913 4.0573883 4.0549655 4.049836  4.043412
 4.03848   4.03641   4.0270553 4.020087  4.01681   4.013351  4.0101995
 4.008253  4.001492  3.9987166 3.9941545 3.9901767 3.9844005 3.982299
 3.9734747 3.972849  3.9685755 3.9620826 3.9600346 3.9564197 3.9498649
 3.9480631 3.9412832 3.9352224 3.926786  3.925857  3.9241974 3.922207
 3.9182203 3.9103196 3.909185  3.9043546 3.8990622 3.8929877 3.8918166
 3.8892279 3.8812418 3.8809767 3.8787    3.8717995 3.870441  3.866805
 3.864242  3.8598895 3.8515143 3.8471217 3.8444774 3.8402326 3.8343356
 3.8318746 3.826968  3.824806  3.819741  3.8130844 3.803654  3.7987604
 3.7968328 3.7947829 3.7926083 3.7881901 3.7870388 3.776939  3.7736955
 3.7707582 3.7684114 3.7654235 3.7583425 3.7567408 3.7518892 3.7484274
 3.7444603 3.7422614 3.7393265 3.728804  3.7246764 3.7197425 3.7175431
 3.716214  3.7141504 3.7068715 3.7028127 3.70207   3.6967018 3.6936376
 3.687945  3.6835756 3.6784708 3.6729925 3.6696913 3.667737  3.6597824
 3.6594372 3.6560898 3.651404  3.6484451 3.640983  3.6395211 3.636656
 3.6320686 3.6303012 3.6225266 3.6168315 3.6115546 3.6077108 3.606033
 3.602882  3.5993614 3.5956962 3.5905354 3.5866613 3.5800984 3.5787976
 3.5737329 3.5656443 3.5614014 3.557903  3.553557  3.5509126 3.5475233
 3.5434587 3.535669  3.53285   3.5267248 3.5223138 3.5193038 3.5140946
 3.5069172 3.5030198 3.4978733 3.494788  3.4900386 3.4894617 3.4859283
 3.4853306 3.4701488 3.4679081 3.4646153 3.453426  3.4508944 3.4449408
 3.437154  3.4344954 3.4303725 3.421875  3.4169135 3.4116347 3.4091864
 3.4002817 3.397094  3.3919897 3.3895562 3.3783615 3.3776605 3.3694208
 3.3638802 3.3554914 3.3488376 3.3414183 3.3328836 3.3277915 3.3202622
 3.3138018 3.307187  3.3041136 3.298107  3.27982   3.2759492 3.2671578
 3.2558637 3.2510784 3.2246666 3.2067525]",2,False
21,colbert_intermediate,7,"[5.3177495 5.269228  4.8567533 4.744778  4.5997434 4.530554  4.3429976
 4.2862654 4.093943  4.0534124 3.9432359 3.8800573 3.750363  3.7398694
 3.7190816 3.7112403 3.694098  3.69185   3.6830957 3.6825604 3.6768513
 3.6598148 3.6515877 3.6422465 3.6345751 3.6300824 3.624157  3.6178658
 3.6153066 3.6101747 3.604098  3.5981517 3.5971122 3.5857532 3.5815847
 3.575558  3.5668476 3.5647485 3.5551023 3.550057  3.5455508 3.5419202
 3.537684  3.5352662 3.5290341 3.5217173 3.5190637 3.5147662 3.5052714
 3.5028787 3.5005565 3.495985  3.489847  3.4841182 3.4827938 3.4794347
 3.4754343 3.4717438 3.4705372 3.4607472 3.4566045 3.4514844 3.447159
 3.4419963 3.439331  3.4381955 3.4279351 3.4251828 3.4216375 3.4152794
 3.4120462 3.4071712 3.4037974 3.3995671 3.3983243 3.391641  3.386435
 3.3846545 3.3784025 3.3753667 3.367678  3.365094  3.361906  3.3589022
 3.3555648 3.3535357 3.3503215 3.3458853 3.3436356 3.34246   3.339552
 3.3338084 3.3326113 3.324684  3.3238847 3.3174138 3.3136032 3.3113227
 3.3064346 3.3015435 3.2994645 3.2948914 3.290123  3.287228  3.2844696
 3.2827106 3.2790627 3.27444   3.2687578 3.267183  3.2614639 3.260413
 3.2555456 3.2518954 3.249884  3.247892  3.2422402 3.2395818 3.2341135
 3.2301922 3.2289484 3.2228706 3.2215343 3.2170055 3.2114449 3.2100155
 3.2057238 3.2042568 3.19756   3.1957176 3.191998  3.1895533 3.18384
 3.1829038 3.179173  3.1746342 3.1737926 3.1694517 3.164382  3.1635444
 3.1586783 3.156377  3.1534305 3.1502008 3.1467023 3.145658  3.1432643
 3.1381795 3.1353421 3.1311429 3.1255713 3.1208134 3.118099  3.1161132
 3.1119828 3.110183  3.1030385 3.1020691 3.0990083 3.0987942 3.09399
 3.091042  3.086206  3.0840855 3.078735  3.0778227 3.074831  3.0723054
 3.0707738 3.0670598 3.0627275 3.061729  3.0568151 3.0517352 3.0503411
 3.0479944 3.044671  3.0432365 3.0356605 3.033418  3.0320122 3.0300298
 3.0266435 3.0214252 3.01803   3.0149121 3.0127316 3.012197  3.006966
 3.0022125 2.9998913 2.995394  2.9917808 2.9896264 2.9878101 2.9859946
 2.9811752 2.9779062 2.975285  2.9681985 2.965127  2.9615464 2.9593406
 2.955523  2.9531436 2.9497519 2.9486225 2.945744  2.9414623 2.936788
 2.9348238 2.9314172 2.9286168 2.9235427 2.9190567 2.9177532 2.9152145
 2.913244  2.9097123 2.908368  2.9054582 2.9032986 2.9021914 2.8957772
 2.8943567 2.8919702 2.887216  2.884669  2.877843  2.8758883 2.872431
 2.8679316 2.8668764 2.861052  2.8575115 2.8536434 2.8519123 2.849979
 2.8477032 2.8431609 2.8405325 2.8394613 2.8369522 2.833238  2.8315635
 2.8289874 2.823581  2.819577  2.8189292 2.8154643 2.8112242 2.8096561
 2.8053575 2.8010035 2.7960963 2.7935522 2.7909667 2.7854714 2.7838159
 2.7818277 2.776569  2.7750888 2.7734497 2.7671134 2.7660894 2.7647793
 2.7607942 2.7592514 2.7563987 2.751234  2.7478602 2.742597  2.7382822
 2.7344964 2.733678  2.7278254 2.7248316 2.7216632 2.7190983 2.7150042
 2.710727  2.709419  2.7037137 2.7029538 2.6997104 2.6951625 2.687233
 2.6856334 2.6836922 2.6792815 2.6773505 2.6755662 2.6700032 2.6687777
 2.6650026 2.662816  2.6595743 2.6536314 2.651823  2.6473863 2.6444316
 2.6407688 2.638585  2.6335845 2.6309736 2.6274176 2.6243572 2.617057
 2.6155105 2.6138818 2.61297   2.607626  2.6021585 2.6012533 2.5982919
 2.5935335 2.590974  2.5899162 2.58277   2.5808506 2.5763903 2.5744607
 2.5722635 2.5643692 2.5627098 2.5610173 2.5575106 2.5570395 2.551967
 2.5481334 2.5435677 2.541763  2.538233  2.5331416 2.5268247 2.5229363
 2.5196178 2.5173564 2.5162218 2.5090659 2.5000453 2.4978597 2.4947364
 2.4895096 2.4855561 2.4838374 2.480834  2.4785337 2.4700046 2.465815
 2.4636748 2.453925  2.4508426 2.4482908 2.4423053 2.43982   2.4372756
 2.435934  2.4326556 2.4265895 2.4192522 2.412713  2.4103043 2.4015298
 2.3968716 2.387477  2.3823018 2.37868   2.3717313 2.3691273 2.3648474
 2.3591688 2.355178  2.3528378 2.3418138 2.3380153 2.3339956 2.328322
 2.3201997 2.3123488 2.3071241 2.2997725 2.2947743 2.271289 ]",0,False
22,colbert_intermediate,7,[4.4323406  4.316258   4.204967   ... 0.63635856 0.6318348  0.62680805],1,False
23,colbert_intermediate,7,"[5.408865  5.3363695 5.248333  5.052841  4.913686  4.8523793 4.7959146
 4.6988235 4.5745373 4.511782  4.4792714 4.450771  4.346299  4.3137884
 4.288544  4.256562  4.2562404 4.245037  4.2292924 4.218999  4.208828
 4.201326  4.197547  4.1873155 4.17861   4.174651  4.1582294 4.1532774
 4.1465545 4.1414704 4.1384645 4.1364136 4.125575  4.121237  4.112052
 4.10767   4.1022058 4.0985994 4.0901756 4.0875325 4.085503  4.078348
 4.071807  4.0714893 4.0658455 4.054788  4.05266   4.0465646 4.0423665
 4.0382867 4.0330367 4.032098  4.022381  4.018191  4.011331  4.0043564
 3.9988964 3.9955552 3.9918096 3.9870818 3.9807923 3.9732628 3.971571
 3.9680593 3.963652  3.9614096 3.9533339 3.948205  3.9430816 3.933731
 3.9310248 3.9282656 3.9204092 3.9179704 3.916362  3.9099538 3.905189
 3.9015388 3.8967614 3.8936071 3.8872466 3.8847454 3.8808894 3.8757195
 3.872567  3.8691714 3.8611183 3.8580186 3.8563726 3.849004  3.8462138
 3.8391278 3.8360627 3.8348804 3.827047  3.8260665 3.8204694 3.8194387
 3.81349   3.811656  3.8047369 3.7987273 3.7928188 3.791304  3.7894256
 3.785562  3.7826371 3.7775753 3.7747943 3.7707472 3.7675297 3.7654953
 3.762001  3.7566772 3.7518497 3.7479095 3.7439806 3.7417457 3.7392452
 3.7318377 3.7225473 3.7191474 3.7160285 3.7115674 3.706266  3.7041728
 3.702333  3.7004302 3.694808  3.6872282 3.6867342 3.6776156 3.6759176
 3.6705484 3.6683273 3.6646152 3.6621869 3.659154  3.6546407 3.6519382
 3.647668  3.6430087 3.6393347 3.6310315 3.6292472 3.6277103 3.6227887
 3.6225736 3.6145327 3.6123805 3.6102529 3.6047652 3.5985432 3.5952528
 3.5913556 3.5877864 3.5856159 3.5800233 3.5771785 3.567345  3.5658236
 3.5621824 3.556959  3.555445  3.5511441 3.5492058 3.544599  3.5412054
 3.5388193 3.5339997 3.5304081 3.5239048 3.51839   3.5170097 3.5134366
 3.509171  3.5050058 3.5027156 3.4971888 3.4915378 3.489076  3.485943
 3.4835844 3.4778993 3.4704604 3.4677641 3.4631214 3.4595861 3.4568415
 3.451476  3.4460862 3.4403794 3.4342754 3.431002  3.427603  3.4241936
 3.420697  3.4173338 3.4114316 3.4096231 3.4029212 3.3999822 3.3981304
 3.3949296 3.384797  3.382964  3.3803117 3.3737621 3.3686492 3.3668244
 3.364833  3.3552449 3.3529518 3.3510659 3.3473024 3.341169  3.3371696
 3.3308783 3.326701  3.3165493 3.3084989 3.3054867 3.298982  3.2977276
 3.2931027 3.2917247 3.2862785 3.276541  3.2756848 3.2730992 3.266139
 3.2569084 3.2528582 3.2510939 3.2439835 3.2387192 3.235095  3.2311769
 3.2258503 3.216988  3.2099543 3.205004  3.198273  3.189804  3.186748
 3.1784987 3.1718965 3.1583004 3.1563532 3.1556098 3.1456819 3.138843
 3.131242  3.1225111 3.1020072 3.0934486]",2,False
24,colbert_intermediate,8,"[5.37132   5.1173673 4.981297  4.91342   4.8513145 4.3798647 4.3577724
 4.3129745 4.1454296 3.9580686 3.9066508 3.8255749 3.7398477 3.7271879
 3.7138975 3.697832  3.6864736 3.679763  3.6686606 3.6605825 3.6529808
 3.6435473 3.6345766 3.6302514 3.6218963 3.6171777 3.611282  3.5966537
 3.5931604 3.583946  3.5810506 3.5764484 3.5715723 3.5653248 3.5592172
 3.5576713 3.5513878 3.5492427 3.546783  3.5332048 3.5251513 3.5196486
 3.5177479 3.513544  3.5103126 3.5060365 3.5050538 3.5020645 3.5002675
 3.4897616 3.489353  3.4832938 3.4810762 3.4787667 3.4741368 3.472162
 3.4664032 3.456866  3.456386  3.4504066 3.4465892 3.4431703 3.435525
 3.4298742 3.4263608 3.426001  3.4221144 3.4150236 3.4129784 3.4085379
 3.4027336 3.4007337 3.3939936 3.3914819 3.3873355 3.3831189 3.3798466
 3.375329  3.3707025 3.3674467 3.3631952 3.3574016 3.3563578 3.35055
 3.3466518 3.3449798 3.3414657 3.3387866 3.3339128 3.3324652 3.324042
 3.3218224 3.317879  3.3131986 3.309892  3.3075373 3.3032446 3.2973914
 3.2953184 3.28879   3.2855678 3.283065  3.2775788 3.2738385 3.2727427
 3.269575  3.2667985 3.2636197 3.253953  3.249749  3.2488399 3.2448685
 3.244177  3.2409482 3.238912  3.2337003 3.231664  3.2297902 3.226584
 3.2214618 3.2185404 3.2170136 3.2141607 3.2121148 3.2099893 3.201585
 3.197854  3.1956794 3.1924853 3.1894522 3.1879404 3.1848984 3.1818745
 3.1787362 3.173242  3.1702526 3.1682405 3.1661935 3.1623871 3.1563458
 3.1528912 3.1508918 3.1472378 3.1437688 3.1428308 3.1396916 3.1367235
 3.1313558 3.1288455 3.1256828 3.122776  3.1187236 3.116502  3.1124916
 3.1101947 3.10603   3.1042242 3.101189  3.097612  3.096712  3.0900264
 3.0874662 3.083276  3.0793893 3.0746274 3.0702477 3.0638218 3.0608013
 3.057449  3.0551922 3.0526302 3.0499165 3.045059  3.0409403 3.0374746
 3.0361793 3.0303872 3.0283322 3.026534  3.0220132 3.0180516 3.0161555
 3.01078   3.0085557 3.006975  3.006138  3.001717  2.998567  2.996358
 2.9916134 2.9908955 2.9885254 2.9827898 2.9806838 2.977097  2.974309
 2.9719281 2.9676042 2.9669335 2.9619591 2.959635  2.9555585 2.9530003
 2.9500597 2.9472075 2.9441354 2.9385428 2.9346163 2.9326015 2.9310842
 2.9281363 2.9237874 2.919894  2.9169683 2.9161294 2.910238  2.908904
 2.90716   2.9054036 2.9031613 2.9004521 2.8972306 2.893222  2.8909214
 2.8856251 2.8817098 2.880513  2.874023  2.872362  2.8678224 2.8622
 2.8592858 2.855227  2.8534756 2.850424  2.8451855 2.8435948 2.8412151
 2.8384557 2.8338566 2.830189  2.8266556 2.8259785 2.8223252 2.8199193
 2.8189015 2.816606  2.8106039 2.8070805 2.8029819 2.8017972 2.7943842
 2.7920616 2.790495  2.789535  2.786284  2.7818103 2.7806556 2.774293
 2.7728047 2.7677426 2.7639985 2.7630548 2.7598958 2.757575  2.755999
 2.7526472 2.748746  2.7408051 2.7402797 2.7375593 2.7325714 2.7289147
 2.7246122 2.7216635 2.718876  2.715469  2.7124245 2.7104352 2.7070603
 2.7039132 2.697341  2.6960435 2.6939106 2.6903148 2.6867285 2.685757
 2.6831036 2.680766  2.6796424 2.6754458 2.6681085 2.6646345 2.6596704
 2.6567957 2.6554987 2.6506548 2.6488295 2.646939  2.6389742 2.6347492
 2.6340399 2.631971  2.6296468 2.625002  2.6207805 2.619989  2.6165826
 2.6127057 2.607908  2.606416  2.6028166 2.6010504 2.5966656 2.5916011
 2.5875783 2.5810232 2.5792084 2.5766072 2.5733438 2.5696943 2.5647116
 2.5595725 2.5578258 2.5530632 2.549103  2.5468862 2.5444038 2.539838
 2.5354412 2.5348568 2.5248413 2.521798  2.5164096 2.5156069 2.511318
 2.5092962 2.5049329 2.5001018 2.4985943 2.4927151 2.488141  2.4859931
 2.4842048 2.4792154 2.4761965 2.4694426 2.4689474 2.4670198 2.4621758
 2.4596176 2.4539897 2.4488528 2.4453669 2.44179   2.4360678 2.4344573
 2.4314406 2.4207015 2.4170628 2.4128633 2.4081666 2.4057682 2.398461
 2.393145  2.390204  2.3832204 2.3784513 2.3712072 2.366792  2.3611648
 2.3567448 2.3477638 2.344103  2.3419905 2.336939  2.3333921 2.3271554
 2.3099513 2.3070276 2.2978806 2.2911036 2.2818146 2.2562838]",0,False
25,colbert_intermediate,8,[4.5640388  4.3144364  4.077507   ... 0.6302319  0.62013716 0.6127354 ],1,False
26,colbert_intermediate,8,"[5.604988  5.2115316 5.195517  5.123387  5.0806675 4.9205613 4.832998
 4.7140307 4.6470737 4.5745687 4.51193   4.3998685 4.336014  4.2740946
 4.2607303 4.252761  4.246625  4.2324023 4.2222385 4.2163215 4.2072754
 4.1989374 4.1935005 4.182433  4.178646  4.166717  4.1603155 4.1589
 4.150764  4.139438  4.1366577 4.128061  4.12037   4.1083145 4.1057086
 4.0993133 4.092252  4.086508  4.0814133 4.0764985 4.0734262 4.065274
 4.054618  4.0521345 4.0470247 4.038585  4.034519  4.027781  4.026938
 4.018927  4.017221  4.010813  4.0076017 3.995713  3.991698  3.9841247
 3.9824688 3.9760523 3.9743993 3.9688873 3.9635103 3.9612713 3.9588795
 3.9582396 3.9514277 3.943741  3.936513  3.9349964 3.9254253 3.923747
 3.9227781 3.9170392 3.9123774 3.905868  3.9007466 3.8971345 3.892004
 3.890628  3.8872976 3.8772829 3.8753257 3.8697352 3.863877  3.8632278
 3.8580916 3.8539968 3.8521354 3.8489656 3.8388438 3.8361123 3.8345284
 3.8310409 3.8272982 3.8234715 3.8187613 3.816455  3.8117363 3.803376
 3.7987413 3.7949755 3.7834463 3.7821078 3.7789376 3.7765632 3.7712226
 3.7651362 3.761223  3.7607918 3.7582932 3.7523935 3.744147  3.741333
 3.7375035 3.7348814 3.7277324 3.726469  3.7212164 3.7188556 3.7133794
 3.710277  3.7065966 3.7045999 3.6993876 3.6989312 3.6917598 3.6834047
 3.6814377 3.67911   3.675993  3.674769  3.6693249 3.6672547 3.664914
 3.660988  3.6573143 3.6537392 3.6470253 3.6426992 3.6416328 3.6349204
 3.6336374 3.632705  3.6284025 3.620152  3.6167502 3.6143365 3.61374
 3.60809   3.6010206 3.5993128 3.5947206 3.5893407 3.5853436 3.58372
 3.5824053 3.579349  3.5764706 3.5708666 3.5598497 3.5586646 3.5543456
 3.5498884 3.5463202 3.5429502 3.540037  3.5336518 3.5308502 3.526161
 3.524329  3.5196064 3.5157235 3.507621  3.5039794 3.5028365 3.5015113
 3.4986591 3.4949796 3.4941535 3.485967  3.4824338 3.4776876 3.4722085
 3.4702759 3.466646  3.4627044 3.4588978 3.4530444 3.4508352 3.4473202
 3.439787  3.4360683 3.4328701 3.4312396 3.4258761 3.4219189 3.4162526
 3.414911  3.4122763 3.4066923 3.4008884 3.3927736 3.3890939 3.3837273
 3.3812761 3.3746784 3.369519  3.3641548 3.3627806 3.3556433 3.3522332
 3.3457904 3.3421445 3.336095  3.3347206 3.3318853 3.3266716 3.3181667
 3.3149304 3.310393  3.3062947 3.3006206 3.296097  3.2933693 3.2874606
 3.2849507 3.2790387 3.2746844 3.2669857 3.261267  3.257595  3.2471097
 3.2418308 3.2404113 3.2394168 3.227954  3.2205534 3.215937  3.211085
 3.208642  3.2036517 3.1988997 3.1928482 3.185617  3.1851213 3.1757705
 3.1685793 3.1620562 3.156734  3.1461546 3.1406162 3.1371374 3.1233299
 3.114371  3.104122  3.0956776 3.080145 ]",2,False
27,colbert_intermediate,9,"[5.5353374 5.449573  5.3968062 5.150909  4.878949  4.7264233 4.6393423
 4.5750985 4.442878  4.405513  4.36647   4.2660832 4.215494  4.168756
 4.1391134 4.0669227 4.0092335 3.9984183 3.9178746 3.8811834 3.84907
 3.8405375 3.8118894 3.8026423 3.7677171 3.7533422 3.7408276 3.7194238
 3.712865  3.6919992 3.6733396 3.6680057 3.6651466 3.6584587 3.6497712
 3.6367803 3.6310549 3.6225808 3.6163983 3.6134138 3.6046357 3.5998967
 3.5908    3.5800357 3.5773242 3.5715988 3.5646603 3.5637612 3.5606892
 3.549845  3.5430171 3.5411835 3.5284886 3.5272505 3.519647  3.5135756
 3.5093873 3.506992  3.4992917 3.4941    3.4864118 3.4863038 3.4829066
 3.4772158 3.474765  3.4700506 3.4654953 3.462448  3.453349  3.449541
 3.4470532 3.444651  3.4408119 3.4348438 3.4304755 3.424807  3.4198303
 3.4180038 3.4093845 3.4055536 3.4007287 3.395828  3.3905423 3.3854947
 3.3847876 3.381013  3.3777347 3.3752408 3.3736613 3.3695908 3.3623128
 3.3573403 3.3532133 3.347083  3.3433332 3.3399632 3.3371038 3.3343718
 3.3329678 3.3279378 3.3236    3.3210082 3.3182945 3.3146849 3.3059657
 3.3029344 3.3014526 3.300036  3.2967412 3.291679  3.2893503 3.283071
 3.27923   3.274713  3.2723894 3.2691047 3.2650614 3.2624662 3.261189
 3.2550416 3.253814  3.249793  3.243866  3.2419791 3.2403758 3.2334535
 3.230429  3.2282891 3.221717  3.2197168 3.2172122 3.2123008 3.210022
 3.1999717 3.1993418 3.195002  3.1901443 3.1850438 3.1839576 3.1823523
 3.1775053 3.1733422 3.1714592 3.1685839 3.1630528 3.1621559 3.1576889
 3.1558447 3.1529279 3.15144   3.1462402 3.1432786 3.1418915 3.136289
 3.1341217 3.1297598 3.1277692 3.1238184 3.1188724 3.1157444 3.1121755
 3.1055067 3.1046047 3.1025245 3.0996406 3.0963984 3.093031  3.0876715
 3.0859337 3.0827718 3.0766606 3.0750868 3.0719333 3.0674458 3.0646238
 3.0633254 3.0581126 3.0535016 3.0506375 3.047714  3.0454974 3.0435877
 3.0404828 3.0384386 3.0353737 3.0317314 3.0294712 3.026051  3.0231044
 3.0177279 3.0152385 3.0102153 3.0092657 3.0037935 3.0016394 2.9993482
 2.9958189 2.9905515 2.9898765 2.9877946 2.9812102 2.9803467 2.9725358
 2.969845  2.9663415 2.9646537 2.9616468 2.9576242 2.9535942 2.9527853
 2.9474287 2.9454455 2.9411206 2.9378629 2.9354534 2.9282    2.925401
 2.9242272 2.9224114 2.9195015 2.9174776 2.9115994 2.9102855 2.9059427
 2.9021986 2.8975832 2.8963854 2.8937714 2.891908  2.8875935 2.884689
 2.8805323 2.8790758 2.8762062 2.871602  2.867473  2.8642216 2.8617187
 2.8578124 2.8552785 2.8517234 2.848435  2.8454769 2.842798  2.8408418
 2.835276  2.8343322 2.8301487 2.8254168 2.8194442 2.816625  2.8147566
 2.8117943 2.8067658 2.8042116 2.8008392 2.7981544 2.7946012 2.7932715
 2.7901087 2.7880278 2.7848537 2.7822154 2.7788656 2.7736197 2.7720897
 2.7681959 2.7654052 2.762964  2.75997   2.758683  2.7535598 2.7513614
 2.7450583 2.7416523 2.7386887 2.7331288 2.7323208 2.7233803 2.7230418
 2.7188475 2.717703  2.7132483 2.7124567 2.7084117 2.703977  2.7026396
 2.7003307 2.697168  2.6915562 2.6887362 2.6857638 2.6815546 2.6773956
 2.6739202 2.6718562 2.6693    2.6632237 2.6622365 2.6557236 2.6523526
 2.6500266 2.6449618 2.6431293 2.6389105 2.6373525 2.6353    2.6296282
 2.627071  2.6219122 2.6174536 2.6154654 2.612735  2.607091  2.6022906
 2.5993164 2.5961492 2.5920331 2.5856874 2.582387  2.5809963 2.576789
 2.5713065 2.5682406 2.566376  2.5627184 2.5608213 2.5574102 2.5518394
 2.5489733 2.545808  2.5427597 2.539552  2.5371659 2.5327969 2.529458
 2.5268652 2.5201483 2.5174952 2.512385  2.5091362 2.5060096 2.4992583
 2.4976428 2.4948103 2.4866214 2.481677  2.480152  2.4782033 2.4751067
 2.468338  2.4644241 2.461257  2.4544148 2.447964  2.4439282 2.4414515
 2.4380648 2.433323  2.426178  2.4253771 2.4191654 2.4155076 2.4128
 2.4078996 2.4029737 2.3981907 2.3877025 2.384581  2.3786495 2.3754187
 2.3707237 2.3625274 2.3582468 2.3561172 2.3457131 2.340057  2.3304071
 2.328237  2.3247585 2.3135722 2.304632  2.2997487 2.2840545]",0,False
28,colbert_intermediate,9,[4.903197  4.748551  4.4115715 ... 0.638287  0.6325225 0.6226576],1,False
